speakername,party 
ตุ่น จินตะเวช,พรรคชาติไทยพัฒนา
สมหญิง บัวบุตร,พรรคเพื่อไทย
อภิวัฒน์ เงินหมื่น,พรรคประชาธิปัตย์
สาคร เกี่ยวข้อง,พรรคประชาธิปัตย์
สุชีน เอ่งฉ้วน,พรรคประชาธิปัตย์
พิเชษฐ พันธุ์วิชาติกุล,พรรคประชาธิปัตย์
ชุมพล จุลใส,พรรคประชาธิปัตย์
สราวุธ อ่อนละมัย,พรรคประชาธิปัตย์
ธีระชาติ ปางวิรุฬรักษ์,พรรคประชาธิปัตย์
สุกิจ อัถโถปกรณ์,พรรคประชาธิปัตย์
สาทิตย์ วงศ์หนองเตย,พรรคประชาธิปัตย์
สมชาย โล่สถาพรพิพิธ,พรรคประชาธิปัตย์
สมบูรณ์ อุทัยเวียนกุล,พรรคประชาธิปัตย์
อภิชาต ศักดิเศรษฐ์,พรรคประชาธิปัตย์
นริศา อดิเทพวรพันธุ์,พรรคประชาธิปัตย์
วิทยา แก้วภราดัย,พรรคประชาธิปัตย์
อภิชาต การิกาญจน์,พรรคประชาธิปัตย์
ประกอบ รัตนพันธ์,พรรคประชาธิปัตย์
เทพไท เสนพงศ์,พรรคประชาธิปัตย์
ชินวรณ์ บุณยเกียรติ,พรรคประชาธิปัตย์
สุรเชษฐ์ มาศดิตถ์,พรรคประชาธิปัตย์
พิมพ์ภัทรา วิชัยกุล,พรรคประชาธิปัตย์
กูอาเซ็ม กูจินามิง,พรรคประชาธิปัตย์
สุรเชษฐ์ แวอาแซ,พรรคประชาธิปัตย์
รำรี มามะ,พรรคประชาธิปัตย์
เจะอามิง โตะตาหยง,พรรคประชาธิปัตย์
อันวาร์ สาและ,พรรคประชาธิปัตย์
อิสมาแอล เบญอิบรอฮีม,พรรคประชาธิปัตย์
อนุมัติ ซูสารอ,พรรคมาตุภูมิ
สมมุติ เบ็ญจลักษณ์,พรรคภูมิใจไทย
กันตวรรณ ตันเถียร กุลจรรยาวิวัฒน์,พรรคประชาธิปัตย์
สุพัชรี ธรรมเพชร,พรรคประชาธิปัตย์
นิพิฏฐ์ อินทรสมบัติ,พรรคประชาธิปัตย์
นริศ ขำนุรักษ์,พรรคประชาธิปัตย์
อัญชลี เทพบุตร,พรรคประชาธิปัตย์
เรวัต อารีรอบ,พรรคประชาธิปัตย์
ประเสริฐ พงษ์สุวรรณศิริ,พรรคประชาธิปัตย์
อับดุลการิม เด็งระกีนา,พรรคประชาธิปัตย์
ณรงค์ ดูดิง,พรรคประชาธิปัตย์
วิรัช ร่มเย็น,พรรคประชาธิปัตย์
เจือ ราชสีห์,พรรคประชาธิปัตย์
ภิรพล ลาภาโรจน์กิจ,พรรคประชาธิปัตย์
วิรัตน์ กัลยาศิริ,พรรคประชาธิปัตย์
ชัยวุฒิ ผ่องแผ้ว,พรรคประชาธิปัตย์
ประพร เอกอุรุ,พรรคประชาธิปัตย์
ถาวร เสนเนียม,พรรคประชาธิปัตย์
ศิริโชค โสภา,พรรคประชาธิปัตย์
พลตำรวจตรีสุรินทร์ ปาลาเร่,พรรคประชาธิปัตย์
ธานินทร์ ใจสมุทร,พรรคชาติไทยพัฒนา
ฮอชาลี ม่าเหร็ม,พรรคประชาธิปัตย์
ธานี เทือกสุบรรณ,พรรคประชาธิปัตย์
สุเทพ เทือกสุบรรณ,พรรคประชาธิปัตย์
โสภา กาญจนะ,พรรคประชาธิปัตย์
เชน เทือกสุบรรณ,พรรคประชาธิปัตย์
สินิตย์ เลิศไกร,พรรคประชาธิปัตย์
ธีรภัทร พริ้งศุลกะ,พรรคประชาธิปัตย์
ธวัชชัย อนามพงษ์,พรรคประชาธิปัตย์
ยุคล ชนะวัฒน์ปัญญา,พรรคประชาธิปัตย์
พงศ์เวช เวชชาชีวะ,พรรคประชาธิปัตย์
บุญเลิศ ไพรินทร์,พรรคประชาธิปัตย์
สมชัย อัศวชัยโสภณ,พรรคเพื่อไทย
รส มะลิผล,พรรคเพื่อไทย
พลตำรวจโทพิทักษ์ จารุสมบัติ,พรรคประชาธิปัตย์
สุชาติ ชมกลิ่น,พรรคพลังชล
อุกฤษณ์ ตั๊นสวัสดิ์,พรรคพลังชล
รณเทพ อนุวัฒน์,พรรคพลังชล
สรวุฒิ เนื่องจำนงค์,พรรคประชาธิปัตย์
พันธุ์ศักดิ์ เกตุวัตถา,พรรคพลังชล
สุกุมล คุณปลื้ม,พรรคพลังชล
ปรเมศวร์ งามพิเชษฐ์,พรรคพลังชล
พลเรือเอกสุรพล จันทน์แดง,พรรคเพื่อไทย
ธีระ สลักเพชร,พรรคประชาธิปัตย์
อำนาจ วิลาวัลย์,พรรคภูมิใจไทย
ชยุต ภุมมะกาญจนะ,พรรคชาติไทยพัฒนา
เพชรินทร์ เสียงเจริญ,พรรคภูมิใจไทย
สาธิต ปิตุเตชะ,พรรคประชาธิปัตย์
บัญญัติ เจตนจันทร์,พรรคประชาธิปัตย์
ธารา ปิตุเตชะ,พรรคประชาธิปัตย์
วิชัย ล้ำสุทธิ,พรรคประชาธิปัตย์
ฐานิสร์ เทียนทอง,พรรคเพื่อไทย
ตรีนุช เทียนทอง,พรรคเพื่อไทย
สรวงศ์ เทียนทอง,พรรคเพื่อไทย
พลเอกสมชาย วิษณุวงศ์,พรรคเพื่อไทย
ฉัตรพันธ์ เดชกิจสุนทร,พรรคประชาธิปัตย์
สุรพงษ์ ปิยะโชติ,พรรคเพื่อไทย
ประชา โพธิพิพิธ,พรรคประชาธิปัตย์
ศรีสมร รัศมีฤกษ์เศรษฐ์,พรรคประชาธิปัตย์
เธียรชัย สุวรรณเพ็ญ,พรรคประชาธิปัตย์
ชัยวุฒิ บรรณวัฒน์,พรรคประชาธิปัตย์
ธนิตพล ไชยนันทน์,พรรคประชาธิปัตย์
มนตรี ปาน้อยนนท์,พรรคประชาธิปัตย์
เฉลิมชัย ศรีอ่อน,พรรคประชาธิปัตย์
ประมวล พงศ์ถาวราเดช,พรรคประชาธิปัตย์
อรรถพร พลบุตร,พรรคประชาธิปัตย์
กัมพล สุภาแพ่ง,พรรคประชาธิปัตย์
อภิชาติ สุภาแพ่ง,พรรคประชาธิปัตย์
มานิต นพอมรบดี,พรรคภูมิใจไทย
บุญยิ่ง นิติกาญจนา,พรรคภูมิใจไทย
ปารีณา ไกรคุปต์,พรรคชาติไทยพัฒนา
ชะวรลัทธิ์ ชินธรรมมิตร,พรรคภูมิใจไทย
บุญดำรง ประเสริฐโสภา,พรรคภูมิใจไทย
