speakername,party
ธรรมวิชญ์ โพธิพิพิธ,พรรคพลังประชารัฐ
อัฎฐพล โพธิพิพิธ,พรรคพลังประชารัฐ
ภาคภูมิ บูลย์ประมุข,พรรคพลังประชารัฐ
กฤษณ์ แก้วอยู่,พรรคพลังประชารัฐ
สาธิต อุ๋ยตระกูล,พรรคพลังประชารัฐ
สุชาติ อุสาหะ,พรรคพลังประชารัฐ
กุลวลี นพอมรบดี,พรรคพลังประชารัฐ
บุญยิ่ง นิติกาญจนา,พรรคพลังประชารัฐ
ปารีณา ไกรคุปต์,พรรคพลังประชารัฐ
ณัฏฐพล ทีปสุวรรณ,พรรคพลังประชารัฐ 
สุริยะ จึงรุ่งเรืองกิจ,พรรคพลังประชารัฐ 
พุทธิพงษ์ ปุณณกันต์,พรรคพลังประชารัฐ 
สมศักดิ์ เทพสุทิน,พรรคพลังประชารัฐ 
นฤมล ภิญโญสินวัฒน์,พรรคพลังประชารัฐ 
สันติ กีระนันทน์,พรรคพลังประชารัฐ 
วิรัช รัตนเศรษฐ,พรรคพลังประชารัฐ 
สันติ พร้อมพัฒน์,พรรคพลังประชารัฐ 
สุพล ฟองงาม,พรรคพลังประชารัฐ 
ชัยวุฒิ ธนาคมานุสรณ์,พรรคพลังประชารัฐ 
เอกราช ช่างเหลา,พรรคพลังประชารัฐ 
พิชชารัตน์ เลาหพงศ์ชนะ,พรรคพลังประชารัฐ 
บุญสิงห์ วรินทร์รักษ์,พรรคพลังประชารัฐ 
สุรสิทธิ์ วงศ์วิทยานันท์,พรรคพลังประชารัฐ 
สุรสิทธิ์ นิธิวุฒิวรรักษ์,พรรคพลังประชารัฐ 
พงศ์กวิน จึงรุ่งเรืองกิจ,พรรคพลังประชารัฐ 
วิเชียร ชวลิต,พรรคพลังประชารัฐ 
อรรถกร ศิริลัทธยากร,พรรคพลังประชารัฐ 
วทันยา วงษ์โอภาสี,พรรคพลังประชารัฐ 
พรชัย ตระกูลวรานนท์,พรรคพลังประชารัฐ 
ยุทธนา โพธสุธน,พรรคพลังประชารัฐ 
ต่อศักดิ์ อัศวเหม,พรรคพลังประชารัฐ 
ชวน ชูจันทร์,พรรคพลังประชารัฐ 
สุรพร ดนัยตั้งตระกูล,พรรคพลังประชารัฐ 
ภาคิน สมมิตรธนกุล,พรรคพลังประชารัฐ 
ธนกร วังบุญคงชนะ,พรรคพลังประชารัฐ 
วลัยพร รัตนเศรษฐ,พรรคพลังประชารัฐ 
เอกสิทธิ์ คุณานันทกุล,พรรคพลังประชารัฐ 
โกมินทร์ ทีฆธนานนท์,พรรคพลังประชารัฐ 
กิตติประภา จิวะสันติการ,พรรคพลังประชารัฐ 
ตติรัฐ รัตนเศรษฐ,พรรคพลังประชารัฐ 
ไพบูลย์ นิติตะวัน,พรรคพลังประชารัฐ 
พลตำรวจเอกยงยุทธ เทพจำนงค์,พรรคพลังประชารัฐ 
พิเชษฐ สถิรชวาล,พรรคพลังประชารัฐ 
นิคม บุญวิเศษ,พรรคพลังปวงชนไทย
พันธุ์ศักดิ์ ซาบุ,พรรคพลังปวงชนไทย
อนุทิน ชาญวีรกูล,พรรคภูมิใจไทย
ชัย ชิดชอบ,พรรคภูมิใจไทย
ศักดิ์สยาม ชิดชอบ,พรรคภูมิใจไทย
นาที รัชกิจประการ,พรรคภูมิใจไทย
สรอรรถ กลิ่นประทุม,พรรคภูมิใจไทย
ทรงศักดิ์ ทองศรี,พรรคภูมิใจไทย
วีรศักดิ์ หวังศุภกิจโกศล,พรรคภูมิใจไทย
ศุภมาส อิศรภักดี,พรรคภูมิใจไทย
กรวีร์ ปริศนานันทกุล,พรรคภูมิใจไทย
ศิริวัฒน์ ขจรประศาสน์,พรรคภูมิใจไทย
เพชรดาว โต๊ะมีนา,พรรคภูมิใจไทย
ศุภชัย ใจสมุทร,พรรคภูมิใจไทย
พันเอกเศรษฐพงค์ มะลิสุวรรณ,พรรคภูมิใจไทย
มารุต มัสยวาณิช,พรรคภูมิใจไทย
สวาป เผ่าประทาน,พรรคภูมิใจไทย
กนกวรรณ วิลาวัลย์,พรรคภูมิใจไทย
สุชาติ โชคชัยวัฒนากร,พรรคภูมิใจไทย
ร้อยตำรวจตรี มณฑล โพธิ์คาย,พรรคภูมิใจไทย
โชติพิพัฒน์ เตชะโสภณมณี,พรรคภูมิใจไทย
มานพ ศรีผึ้ง,พรรคภูมิใจไทย
อนาวิล รัตนสถาพร,พรรคภูมิใจไทย
พรพิมล ธรรมสาร,พรรคภูมิใจไทย
พิษณุ พลธี,พรรคภูมิใจไทย
เกื้อกูล ด่านชัยวิจิตร,พรรคภูมิใจไทย
สุรศักดิ์ พันธ์เจริญวรกุล,พรรคภูมิใจไทย
มัลลิกา จิระพันธุ์วาณิช,พรรคภูมิใจไทย
เกียรติ เหลืองขจรวิทย์,พรรคภูมิใจไทย
สมเจตน์ ลิมปะพันธุ์,พรรคภูมิใจไทย
ภราดร ปริศนานันทกุล,พรรคภูมิใจไทย
เจเศรษฐ์ ไทยเศรษฐ์,พรรคภูมิใจไทย
ชาดา ไทยเศรษฐ์,พรรคภูมิใจไทย
ศรีนวล บุญลือ,พรรคภูมิใจไทย
เอกการ ซื่อทรงธรรม,พรรคภูมิใจไทย
กฤติเดช สันติวชิระกุล,พรรคภูมิใจไทย
ฐิตินันท์ แสงนาค,พรรคภูมิใจไทย
วัฒนา ช่างเหลา,พรรคภูมิใจไทย
ศุภชัย โพธิ์สุ,พรรคภูมิใจไทย
อภิชา เลิศพชรกมล,พรรคภูมิใจไทย
พรชัย อำนวยทรัพย์,พรรคภูมิใจไทย
สมศักดิ์ พันธ์เกษม,พรรคภูมิใจไทย
วิสิทธิ์ พิทยาภรณ์,พรรคภูมิใจไทย
สนอง เทพอักษรณรงค์,พรรคภูมิใจไทย
รังสิกร ทิมาตฤกะ,พรรคภูมิใจไทย
สมบูรณ์ ซารัมย์,พรรคภูมิใจไทย
โสภณ ซารัมย์,พรรคภูมิใจไทย
อดิพงษ์ ฐิติพิทยา,พรรคภูมิใจไทย
ไตรเทพ งามกมล,พรรคภูมิใจไทย
จักรกฤษณ์ ทองศรี,พรรคภูมิใจไทย
รุ่งโรจน์ ทองศรี,พรรคภูมิใจไทย
ธนยศ ทิมสุวรรณ,พรรคภูมิใจไทย
สิริพงศ์ อังคสกุลเกียรติ,พรรคภูมิใจไทย
อาสพลธ์ สรรณ์ไตรภพ,พรรคภูมิใจไทย
ปกรณ์ มุ่งเจริญพร,พรรคภูมิใจไทย
สฤษฏ์พงษ์ เกี่ยวข้อง,พรรคภูมิใจไทย
อับดุลบาซิม อาบู,พรรคภูมิใจไทย
ภูมิศิษฏ์ คงมี,พรรคภูมิใจไทย
ฉลอง เทอดวีระพงศ์,พรรคภูมิใจไทย
คงกฤษ ฉัตรมาลีรัตน์,พรรคภูมิใจไทย
ณัฏฐ์ชนน ศรีก่อเกื้อ,พรรคภูมิใจไทย
พิบูลย์ รัชกิจประการ,พรรคภูมิใจไทย
วรศิษฎ์ เลียงประสิทธิ์,พรรคภูมิใจไทย
กิตติชัย เรืองสวัสดิ์,พรรคภูมิใจไทย
อำนาจ วิลาวัลย์,พรรคภูมิใจไทย
ชยุต ภุมมะกาญจนะ,พรรคภูมิใจไทย
สฤษดิ์ บุตรเนียร,พรรคภูมิใจไทย
ยศวัฒน์ มาไพศาลสิน,พรรคภูมิใจไทย
บุญลือ ประเสริฐโสภา,พรรคภูมิใจไทย
บุญญาพร นาตะธนภัทร,พรรครวมไทยสร้างชาติ 
ศิลัมพา เลิศนุวัฒน์,พรรครวมไทยสร้างชาติ 
หม่อมราชวงศ์จัตุมงคล โสณกุล,พรรครวมพลัง
เพชรชมพู กิจบูรณะ,พรรครวมพลัง
เขตรัฐ เหล่าธรรมทัศน์,พรรครวมพลัง
อนุสรี ทับสุวรรณ,พรรครวมพลัง
ทวีศักดิ์ ณ ตะกั่วทุ่ง,พรรครวมพลัง
จุฑาฑัตต เหล่าธรรมทัศน์,พรรครวมพลัง
สุเนตตา แซ่โก๊ะ,พรรครวมพลัง
เอนก เหล่าธรรมทัศน์,พรรครวมพลัง
เบญญา นันทขว้าง,พรรครวมพลัง
ร้อยตำรวจเอกจอมเดช ตรีเมฆ,พรรครวมพลัง
สุพล จุลใส,พรรครวมพลัง
จุลพันธ์ โนนศรีชัย,พรรคชาติไทยพัฒนา
สำลี รักสุทธี,พรรคภูมิใจไทย
วิรัช พันธุมะผล,พรรคภูมิใจไทย
