speakername ,party
สาคร เกี่ยวข้อง,พรรคประชาธิปัตย์
พิเชษฐ พันธุ์วิชาติกุล,พรรคประชาธิปัตย์
ชุมพล จุลใส,พรรคประชาธิปัตย์
สราวุธ อ่อนละมัย,พรรคประชาธิปัตย์
ธีระชาติ ปางวิรุฬห์รักษ์,พรรคประชาธิปัตย์
สาทิตย์ วงศ์หนองเตย,พรรคประชาธิปัตย์
สุกิจ อัถโถปกรณ์,พรรคประชาธิปัตย์
สมชาย โล่สถาพรพิพิธ,พรรคประชาธิปัตย์
สมบูรณ์ อุทัยเวียนกุล,พรรคประชาธิปัตย์
นริศา อดิเทพวรพันธุ์,พรรคประชาธิปัตย์
อภิชาต ศักดิเศรษฐ์,พรรคประชาธิปัตย์
สัมพันธ์ ทองสมัคร,พรรคประชาธิปัตย์
ชินวรณ์ บุณยเกียรติ,พรรคประชาธิปัตย์
เทพไท เสนพงศ์,พรรคประชาธิปัตย์
ประกอบ รัตนพันธ์,พรรคประชาธิปัตย์
วิทยา แก้วภราดัย,พรรคประชาธิปัตย์
อภิชาต การิกาญจน์,พรรคประชาธิปัตย์
สุรเชษฐ์ มาศดิตถ์,พรรคประชาธิปัตย์
พิมพ์ภัทรา วิชัยกุล,พรรคประชาธิปัตย์
แวมาฮาดี แวดาโอะ,พรรคเพื่อแผ่นดิน
เจะอามิง โตะตาหยง,พรรคประชาธิปัตย์
วัชระ ยาวอหะซัน,พรรคชาติไทยพัฒนา
กูเฮง ยาวอหะซัน,พรรคชาติไทย
นิอาริส เจตาภิวัฒน์,พรรคชาติไทยพัฒนา
นัจมุดดีน อูมา,พรรคมาตุภูมิ
อันวาร์ สาและ,พรรคประชาธิปัตย์
อิสมาแอล เบญอิบรอฮีม,พรรคประชาธิปัตย์
นิมุคตาร์ วาบา,พรรคเพื่อแผ่นดิน
ยุซรี ซูสารอ,พรรคเพื่อแผ่นดิน
กันตวรรณ ตันเถียร กุลจรรยาวิวัฒน์,พรรคประชาธิปัตย์
จุฤทธิ์ ลักษณวิศิษฏ์,พรรคประชาธิปัตย์
นิพิฏฐ์ อินทรสมบัติ,พรรคประชาธิปัตย์
สุพัชรี ธรรมเพชร,พรรคประชาธิปัตย์
นริศ ขำนุรักษ์,พรรคประชาธิปัตย์
เรวัต อารีรอบ,พรรคประชาธิปัตย์
ทศพร เทพบุตร,พรรคประชาธิปัตย์
ประเสริฐ พงษ์สุวรรณศิริ,พรรคประชาธิปัตย์
อับดุลการิม เด็งระกีนา,พรรคประชาธิปัตย์
ซูการ์โน มะทา,พรรคเพื่อไทย
วิรัช ร่มเย็น,พรรคประชาธิปัตย์
ประพร เอกอุรุ,พรรคประชาธิปัตย์
วินัย เสนเนียม,พรรคประชาธิปัตย์
ชัยวุฒิ ผ่องแผ้ว,พรรคประชาธิปัตย์
เจือ ราชสีห์,พรรคประชาธิปัตย์
ถาวร เสนเนียม,พรรคประชาธิปัตย์
วิรัตน์ กัลยาศิริ,พรรคประชาธิปัตย์
ลาภศักดิ์ ลาภาโรจน์กิจ,พรรคประชาธิปัตย์
ศิริโชค โสภา,พรรคประชาธิปัตย์
นาราชา สุวิทย์,พรรคประชาธิปัตย์
ฮอชาลี ม่าเหร็ม,พรรคประชาธิปัตย์
อสิ มะหะมัดยังกี,พรรคประชาธิปัตย์
สุเทพ เทือกสุบรรณ,พรรคประชาธิปัตย์
ธานี เทือกสุบรรณ,พรรคประชาธิปัตย์
ประพนธ์ นิลวัชรมณี,พรรคประชาธิปัตย์
ชุมพล กาญจนะ,พรรคประชาธิปัตย์
เชน เทือกสุบรรณ,พรรคประชาธิปัตย์
สินิตย์ เลิศไกร,พรรคประชาธิปัตย์
นิภา พริ้งศุลกะ,พรรคประชาธิปัตย์
ธวัชชัย อนามพงษ์,พรรคประชาธิปัตย์
ยุคล ชนะวัฒน์ปัญญา,พรรคประชาธิปัตย์
พงศ์เวช เวชชาชีวะ,พรรคประชาธิปัตย์
พิเชษฐ์ ตันเจริญ,พรรคเพื่อแผ่นดิน
อิทธิ ศิริลัทธยากร,พรรคพลังประชาชน
ณัชพล ตันเจริญ,พรรคเพื่อแผ่นดิน
วุฒิพงศ์ ฉายแสง,พรรคเพื่อไทย
ฐิติมา ฉายแสง,พรรคเพื่อไทย
ประมวล เอมเปีย,พรรคประชาธิปัตย์
บรรจบ รุ่งโรจน์,พรรคประชาธิปัตย์
มานิตย์ ภาวสุทธิ์,พรรคประชาธิปัตย์
พจนารถ แก้วผลึก,พรรคประชาธิปัตย์
ฐนโรจน์ โรจนกุลเสฏฐ์,พรรคประชาธิปัตย์
ไมตรี สอยเหลือง,พรรคประชาธิปัตย์
สรวุฒิ เนื่องจำนงค์,พรรคประชาธิปัตย์
พลตำรวจตรีวีระ อนันตกูล,พรรคประชาธิปัตย์
ธีระ สลักเพชร,พรรคประชาธิปัตย์
ชยุต ภุมมะกาญจนะ,พรรคกิจสังคม
สุนทร วิลาวัลย์,พรรคมัชฌิมาธิปไตย
เกียรติกร พากเพียรศิลป์,พรรคประชาธิปัตย์
อำนาจ วิลาวัลย์,พรรคภูมิใจไทย
คงกฤช หงษ์วิไล,พรรคเพื่อแผ่นดิน
สาธิต ปิตุเตชะ,พรรคประชาธิปัตย์
วิชัย ล้ำสุทธิ,พรรคประชาธิปัตย์
ธารา ปิตุเตชะ,พรรคประชาธิปัตย์
บัญญัติ เจตนจันทร์,พรรคประชาธิปัตย์
ฐานิสร์ เทียนทอง,พรรคประชาราช
ตรีนุช เทียนทอง,พรรคประชาราช
สรวงศ์ เทียนทอง,พรรคประชาราช
พลโทมะ โพธิ์งาม,พรรคเพื่อไทย
พลเอกสมชาย วิษณุวงศ์,พรรคเพื่อไทย
อัฏฐพล โพธิพิพิธ,พรรคประชาธิปัตย์
ปารเมศ โพธารากุล,พรรคประชาธิปัตย์
สันทัต จีนาภักดิ์,พรรคภูมิใจไทย
ชัยวุฒิ บรรณวัฒน์,พรรคประชาธิปัตย์
ธนิตพล ไชยนันทน์,พรรคประชาธิปัตย์
เธียรชัย สุวรรณเพ็ญ,พรรคประชาธิปัตย์
เฉลิมชัย ศรีอ่อน,พรรคประชาธิปัตย์
มนตรี ปาน้อยนนท์,พรรคประชาธิปัตย์
ประมวล พงศ์ถาวราเดช,พรรคประชาธิปัตย์
อลงกรณ์ พลบุตร,พรรคประชาธิปัตย์
อภิชาติ สุภาแพ่ง,พรรคประชาธิปัตย์
กัมพล สุภาแพ่ง,พรรคประชาธิปัตย์
บุญลือ ประเสริฐโสภา,พรรคพลังประชาชน
ยศศักดิ์ ชีววิญญู,พรรคประชาธิปัตย์
ปารีณา ปาจรียางกูร,พรรคชาติไทยพัฒนา
ปรีชญา ขำเจริญ,พรรคประชาธิปัตย์
มานิต นพอมรบดี,พรรคภูมิใจไทย
สามารถ พิริยะปัญญาพร,พรรคประชาธิปัตย์
