speaker name ,party
กฤษ ศรีฟ้า,พรรคไทยรักไทย
สุพัฒน์ ธรรมเพชร,พรรคประชาธิปัตย์
นิพิฏฐ์ อินทรสมบัติ,พรรคประชาธิปัตย์
นริศ ขำนุรักษ์,พรรคประชาธิปัตย์
สุวิทย์ เสงี่ยมกุล,พรรคประชาธิปัตย์
เฉลิมลักษณ์ เก็บทรัพย์,พรรคประชาธิปัตย์
ประเสริฐ พงษ์สุวรรณศิริ,พรรคประชาธิปัตย์
อับดุลการิม เด็งระกีนา,พรรคประชาธิปัตย์
ณรงค์ ดูดิง,พรรคประชาธิปัตย์
วิรัช ร่มเย็น,พรรคประชาธิปัตย์
เจือ ราชสีห์,พรรคประชาธิปัตย์
ลาภศักดิ์ ลาภาโรจน์กิจ,พรรคประชาธิปัตย์
วิรัตน์ กัลยาศิริ,พรรคประชาธิปัตย์
วินัย เสนเนียม,พรรคประชาธิปัตย์
ประพร เอกอุรุ,พรรคประชาธิปัตย์
ถาวร เสนเนียม,พรรคประชาธิปัตย์
ศิริโชค โสภา,พรรคประชาธิปัตย์
นาราชา สุวิทย์,พรรคประชาธิปัตย์
นายแพทย์อสิ มะหะมัดยังกี,พรรคประชาธิปัตย์
ธานินทร์ ใจสมุทร,พรรคประชาธิปัตย์
ฮอชาลี ม่าเหร็ม,พรรคประชาธิปัตย์
โกเมศ ขวัญเมือง,พรรคประชาธิปัตย์
ประพนธ์ นิลวัชรมณี,พรรคประชาธิปัตย์
ชุมพล กาญจนะ,พรรคประชาธิปัตย์
เชน เทือกสุบรรณ,พรรคประชาธิปัตย์
สินิตย์ เลิศไกร,พรรคประชาธิปัตย์
นิภา พริ้งศุลกะ,พรรคประชาธิปัตย์
กล้าณรงค์ พงษ์เจริญ,พรรคไทยรักไทย
พลตำรวจตรีพยุง ตรงสวัสดิ์,พรรคไทยรักไทย
พงศ์เวช เวชชาชีวะ,พรรคไทยรักไทย
ฐิติมา ฉายแสง,พรรคไทยรักไทย
สมชัย อัศวชัยโสภณ,พรรคไทยรักไทย
สุชาติ ตันเจริญ,พรรคไทยรักไทย
วุฒิพงศ์ ฉายแสง,พรรคไทยรักไทย
สง่า ธนสงวนวงศ์,พรรคไทยรักไทย
อัมรินทร์ ตั้งประกอบ,พรรคไทยรักไทย
วิทยา คุณปลื้ม,พรรคไทยรักไทย
สุรสิทธิ์ นิธิวุฒิวรรักษ์,พรรคไทยรักไทย
อิทธิพล คุณปลื้ม,พรรคไทยรักไทย
ชาญยุทธ เฮงตระกูล,พรรคไทยรักไทย
พลเรือโทโรช วิภัติภูมิประเทศ,พรรคไทยรักไทย
ธีระ สลักเพชร,พรรคประชาธิปัตย์
กนกวรรณ วิลาวัลย์ ศรีจันทร์งาม,พรรคไทยรักไทย
คงกฤช หงษ์วิไล,พรรคไทยรักไทย
ชยุต ภุมมะกาญจนะ,พรรคไทยรักไทย
ยงยศ อรุณเวสสะเศรษฐ,พรรคไทยรักไทย
ร้อยตรีกฤษฎา การุญ,พรรคไทยรักไทย
ธารา ปิตุเตชะ,พรรคไทยรักไทย
ปราโมทย์ วีระพันธ์,พรรคไทยรักไทย
ฐานิสร์ เทียนทอง,พรรคไทยรักไทย
ตรีนุช เทียนทอง,พรรคไทยรักไทย
สรวงศ์ เทียนทอง,พรรคไทยรักไทย
พลเอกสมชาย วิษณุวงศ์,พรรคไทยรักไทย
สันทัด จีนาภักดิ์,พรรคไทยรักไทย
ปารเมศ โพธารากุล,พรรคประชาธิปัตย์
เรวัต สิรินุกุล,พรรคไทยรักไทย
ไพบูลย์ พิมพ์พิสิฐถาวร,พรรคไทยรักไทย
พลโทมะ โพธิ์งาม,พรรคไทยรักไทย
ธนัสถ์ ทวีเกื้อกูลกิจ,พรรคไทยรักไทย
ชัยวุฒิ บรรณวัฒน์,พรรคประชาธิปัตย์
ธนิตพล ไชยนันทน์,พรรคประชาธิปัตย์
มนตรี ปาน้อยนนท์,พรรคประชาธิปัตย์
เฉลิมชัย ศรีอ่อน,พรรคประชาธิปัตย์
ประมวล พงศ์ถาวราเดช,พรรคประชาธิปัตย์
อลงกรณ์ พลบุตร,พรรคประชาธิปัตย์
ธานี ยี่สาร,พรรคไทยรักไทย
อภิชาติ สุภาแพ่ง,พรรคประชาธิปัตย์
กอบกุล นพอมรบดี,พรรคไทยรักไทย
วิวัฒน์ นิติกาญจนา,พรรคไทยรักไทย
ปารีณา ไกรคุปต์,พรรคไทยรักไทย
วัฒนา มังคลรังษี,พรรคไทยรักไทย
บุญลือ ประเสริฐโสภา,พรรคไทยรักไทย
สุชัย เจริญรัตนกุล,พรรคไทยรักไทย
วิษณุ เครืองาม,พรรคไทยรักไทย
